company_name,website_url,location,lead_score,priority_level,qualification_reasons,lead_insight,ai_recommendation,has_business_email,has_phone,has_linkedin,has_founder,has_ceo,decision_makers_count
Eli5,http://www.eli5.io/,"Amsterdam, Netherlands",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Founder found (+15) | COO found (+5) | Priority country (+20) | Company size 16 employees | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),Founder identified — direct decision-maker access. LinkedIn presence confirmed — verified company. Email communication channel available,"SEO Optimization, AI Chatbot Integration, Website Redesign",True,True,True,True,False,2.0
GlobalOrange | Your North Star in Digital Product Development,https://www.globalorange.nl/,"Amsterdam, Netherlands",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | Company size 23 > 20 employees (+10) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,1.0
Software Improvement Group (SIG),https://www.softwareimprovementgroup.com/?utm_source=Google%20My%20Business&utm_medium=Google%20My%20Business%20%7C%20NL&utm_campaign=Google%20My%20Business%20%7C%20NL,"Amsterdam, Netherlands",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | CTO found (+5) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5) | Live chat detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, Website Redesign",True,True,True,False,False,2.0
Mobile App Development agency in Berlin - App-concept.com GmbH,https://app-concept.com/,"Berlin, Germany",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Founder found (+15) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),Founder identified — direct decision-maker access. LinkedIn presence confirmed — verified company. Email communication channel available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,True,False,2.0
Your Software Supplier,http://www.yoursoftwaresupplier.com/,"Amsterdam, Netherlands",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Founder found (+15) | CTO found (+5) | COO found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),Founder identified — direct decision-maker access. LinkedIn presence confirmed — verified company. Email communication channel available,"AI Chatbot Integration, Website Redesign, AI Chatbot",True,True,True,True,False,3.0
Junkies Coder - Custom Mobile App Development Company in Netherlands,https://www.junkiescoder.com/,"Amsterdam, Netherlands",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,1.0
Ultimate Solutions Technology LLC ERP - VAT,http://www.ultimate-oman.com/,"Muscat, Oman",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | COO found (+5) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),Email communication channel available. Phone contact available. Located in priority market,"UI/UX Design & Branding, AI Chatbot Integration, Website Redesign",True,True,False,False,False,2.0
"iGroup Solutions - Web design Company, Ecommerce Development, SEO Services Agency",https://igroup.solutions/,"Kuwait City, Kuwait",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"AI Chatbot Integration, AI Chatbot",True,True,True,False,False,1.0
"Merak Tech - Web Design, Development & Mobile Apps Development Kuwait, Ecommerce Development, POS software, Web Apps Security",https://www.almerak.com/,"Kuwait City, Kuwait",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, Business Automation",True,True,True,False,False,1.0
KUWAITNET,http://www.kuwaitnet.com/,"Kuwait City, Kuwait",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Priority country (+20) | Company size 114 > 20 employees (+10) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,0.0
Cherry InfoTech,https://www.cherry.qa/,"Doha, Qatar",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Priority country (+20) | Company size 16 employees | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,0.0
beDots - Software - POS - Website - Oman,https://bedots.io/,"Muscat, Oman",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),Email communication channel available. Phone contact available. Located in priority market,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,False,False,False,0.0
Junkies Coder - Custom Mobile App Development Company in Oman,https://www.junkiescoder.com/,"Muscat, Oman",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,1.0
Concept Solutions Oman,https://www.csloman.com/,"Muscat, Oman",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, AI Chatbot Integration, Website Redesign",True,True,True,False,False,1.0
"Chrisans - Web design Company Kuwait, Ecommerce Development, SEO Services, Website Development Services.",https://www.chrisansgroup.com/,"Kuwait City, Kuwait",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5) | Live chat detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"Custom Software Development, Digital Marketing",True,True,True,False,False,1.0
TechGropse Chicago - Mobile App Development Company | Node Js | Software Developers,https://www.techgropse.com/mobile-app-development-company-chicago,"Chicago, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | Company size 142 > 20 employees (+10) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,1.0
Los Angeles Software Developers,http://losangelessoftwaredevelopers.com/,"Los Angeles, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | Company size 2 employees | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"SEO Optimization, AI Chatbot Integration, Website Redesign",True,True,True,False,False,1.0
TechGropse Los Angeles - Mobile App Development Company | App Developer | Application Development,https://www.techgropse.com/mobile-app-development-company-los-angeles,"Los Angeles, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,1.0
Moon Technolabs,https://www.moontechnolabs.com/?utm_source=GMB&utm_medium=IL&utm_campaign=GMB_Chicago,"Chicago, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Founder found (+15) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),Founder identified — direct decision-maker access. LinkedIn presence confirmed — verified company. Email communication channel available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,True,False,2.0
"App Makers LA | App, Web, AI & Software Development",http://www.appmakersla.com/,"Los Angeles, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,0.0
Software Pro Digital,https://softwareprodigital.com/,"New York, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Founder found (+15) | Priority country (+20) | Company size 106 > 20 employees (+10) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),Founder identified — direct decision-maker access. LinkedIn presence confirmed — verified company. Email communication channel available,"SEO Optimization, AI Chatbot Integration, Website Redesign",True,True,True,True,False,1.0
New York Software Developers,http://www.newyorksoftwaredevelopers.com/,"New York, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"SEO Optimization, AI Chatbot Integration, AI Chatbot",True,True,True,False,False,1.0
TechnBrains New York - Mobile App Development Company,https://www.technbrains.com/locations/mobile-app-development-company-new-york-city?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-nyc&utm_id=gmb-nyc,"New York, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Priority country (+20) | Company size 12 employees | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,0.0
Trango Tech New York - Mobile App development Company,https://trangotech.com/mobile/app-development-new-york-city/?utm_source=GMB&utm_medium=GMB+NYC&utm_campaign=GMB+NYC,"New York, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Priority country (+20) | Company size 40 > 20 employees (+10) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"SEO Optimization, AI Chatbot Integration, Website Redesign",True,True,True,False,False,0.0
Unified Infotech | Best Software Development Company,https://www.unifiedinfotech.net/services/custom-software-development/?utm_source=referral&utm_medium=GMB+USA&utm_id=GMB,"New York, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,0.0
SoftCircles: Software Development Company New York,https://www.softcircles.com/software-development-company-in-new-york,"New York, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | Company size 33 > 20 employees (+10) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, AI Chatbot Integration, Website Redesign",True,True,True,False,False,1.0
Rawat Al Makan,https://rawatmakan.com/,"Muscat, Oman",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | Company size 4 employees | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,1.0
Esferasoft Solutions UK - Mobile App & Software Development Company,https://esferasoft.co.uk/,"London, UK",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,1.0
Software Orca,https://www.softwareorca.com/app-development-houston/,"Houston, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Founder found (+15) | Managing Director found (+5) | Priority country (+20) | Company size 15 employees | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),Founder identified — direct decision-maker access. LinkedIn presence confirmed — verified company. Email communication channel available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,True,False,2.0
Limeup — Сustom Software Development Company,https://limeup.io/,"London, UK",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | CEO found (+15) | CTO found (+5) | Priority country (+20) | Company size 35 > 20 employees (+10) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),CEO identified — executive-level contact. LinkedIn presence confirmed — verified company. Email communication channel available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,True,2.0
Houston Software Development Company - Entrance,https://entranceconsulting.com/software-development-company-houston/,"Houston, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"SEO Optimization, AI Chatbot Integration, Website Redesign",True,True,True,False,False,0.0
Zibtek - Software Development Company in Houston,https://www.zibtek.com/software-development-company-houston?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=houston_gmb,"Houston, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | Company size 116 > 20 employees (+10) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, AI Chatbot Integration, Website Redesign",True,True,True,False,False,1.0
Tekrevol Houston - Mobile App Development Company | Hire App Developers in Houston,https://www.tekrevol.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-houston,"Houston, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Founder found (+15) | CEO found (+15) | CTO found (+5) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),Founder identified — direct decision-maker access. CEO identified — executive-level contact. LinkedIn presence confirmed — verified company,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,True,True,4.0
Octal Digital Houston - Mobile App Development Company,https://www.octaldigital.com/houston-tx/?utm_source=google&utm_medium=gmb&utm_campaign=hou,"Houston, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Priority country (+20) | Company size 8 employees | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"SEO Optimization, AI Chatbot Integration, Website Redesign",True,True,True,False,False,0.0
Octaria Software Development,https://octaria.com/,"Houston, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,0.0
Westferry Tech | Website Development Company | Software Development Company | Mobile App Development Company in London UK,https://www.westferrytech.com/,"London, UK",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | Company size 3 employees | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,1.0
"Krify | Top Mobile App Company in London, United Kingdom",https://krify.co.uk/?utm_source=Google_MyBusiness_UK,"London, UK",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | WhatsApp number found (+5) | Contact form exists (+10) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5),Email communication channel available. Phone contact available. Located in priority market,"UI/UX Design & Branding, SEO Optimization, Business Automation",True,True,False,False,False,0.0
TXI,http://www.txidigital.com/,"Chicago, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"SEO Optimization, AI Chatbot Integration, Website Redesign",True,True,True,False,False,1.0
TekRevol Chicago - Mobile App Development Company,https://www.tekrevol.com/app-development-chicago?utm_source=GMB&utm_medium=organic&utm_campaign=gmb-chicago,"Chicago, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | Company size 153 > 20 employees (+10) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,1.0
AppCrops - Mobile App & Software Development Company,https://appcrops.com/,"Chicago, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | COO found (+5) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, AI Chatbot Integration, Website Redesign",True,True,True,False,False,2.0
Liquid Technologies - Software and Mobile App Development Company Houston,https://liqteq.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_profile,"Houston, USA",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | CEO found (+15) | Priority country (+20) | Company size 3 employees | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),CEO identified — executive-level contact. LinkedIn presence confirmed — verified company. Email communication channel available,"SEO Optimization, AI Chatbot Integration, Website Redesign",True,True,True,False,True,1.0
ToXSL Technologies Australia - Mobile App Development And Web Development Company,https://toxsl.com/,"Sydney, Australia",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, AI Chatbot Integration, Website Redesign",True,True,True,False,False,1.0
SSW Melbourne - Enterprise Software Development,https://ssw.com.au/,"Melbourne, Australia",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, Business Automation, AI Chatbot Integration",True,True,True,False,False,1.0
TTT Studios,https://ttt.studio/,"Vancouver, Canada",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Priority country (+20) | Company size 136 > 20 employees (+10) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,0.0
Steamclock Software Ltd.,https://www.steamclock.com/,"Vancouver, Canada",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Founder found (+15) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5),Founder identified — direct decision-maker access. LinkedIn presence confirmed — verified company. Email communication channel available,"UI/UX Design & Branding, SEO Optimization, Business Automation",True,True,True,True,False,1.0
MSP Corp (Formerly Softlanding),https://west.mspcorp.ca/,"Vancouver, Canada",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Managing Director found (+5) | Director found (+5) | Priority country (+20) | Company size 398 > 20 employees (+10) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, Business Automation",True,True,True,False,False,2.0
Tandem Studios Inc.,https://www.workintandem.io/,"Vancouver, Canada",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | CTO found (+5) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,1.0
Microknot - Custom Software Development Company in Sydney | Mobile App Developers,https://www.microknot.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb_profile&utm_content=website_click,"Sydney, Australia",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | Priority country (+20) | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"UI/UX Design & Branding, SEO Optimization, AI Chatbot Integration",True,True,True,False,False,0.0
Essential Designs,https://www.essentialdesigns.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=vancouver,"Vancouver, Canada",100.0,High,Website available (+10) | Business email found (+10) | Contact email found (+10) | Phone number found (+10) | Contact form exists (+10) | LinkedIn company found (+10) | COO found (+5) | Priority country (+20) | Company size 19 employees | SSL certificate (+5) | Blog exists (+5) | Social media links (+5) | Mobile app detected (+5) | AI features detected (+5) | Automation detected (+5) | Live chat detected (+5),LinkedIn presence confirmed — verified company. Email communication channel available. Phone contact available,"SEO Optimization, Website Redesign",True,True,True,False,False,1.0
